index,Publishing Year,Book Name,Author,language_code,Author_Rating,Book_average_rating,Book_ratings_count,genre,gross sales,publisher revenue,sale price,sales rank,Publisher ,units sold,Primary Author,Total Revenue,Publisher Profit,Rating Category
825,2008,The Painted Man,Peter V. Brett,eng,Excellent,4.27,64416,Fiction,454.86,272.916,3.99,966,"Amazon Digital Services,  Inc.",2889,Peter V. Brett,454.86,272.916,Very Good (4.0-4.5)
827,2005,One Shot,Lee Child,eng,Excellent,4.2,63335,Fiction,340.86,204.516,2.99,968,Simon and Schuster Digital Sales Inc,2889,Lee Child,340.86,204.516,Very Good (4.0-4.5)
828,2012,The Serpent's Shadow,Rick Riordan,eng,Excellent,4.28,82757,Fiction,345.42,0.0,3.03,968,"Amazon Digital Services,  Inc.",2889,Rick Riordan,345.42,0.0,Very Good (4.0-4.5)
829,2008,Duma Key,Stephen King,en-US,Intermediate,3.93,73807,Fiction,844.74,506.844,7.41,969,Macmillan,2889,Stephen King,844.74,506.844,Good (3.5-4.0)
830,2006,The Shifting Fog,Kate Morton,eng,Intermediate,3.93,69948,Fiction,228.0,0.0,2.0,970,"Amazon Digital Services,  Inc.",2889,Kate Morton,228.0,0.0,Good (3.5-4.0)
832,2006,Proven Guilty,Jim Butcher,eng,Famous,4.41,75133,Fiction,778.62,467.172,6.83,971,Simon and Schuster Digital Sales Inc,2889,Jim Butcher,778.62,467.172,Very Good (4.0-4.5)
833,1864,Ð—Ð°Ð¿Ð¸ÑÐºÐ¸ Ð¸Ð· Ð¿Ð¾Ð´Ð¿Ð¾Ð»ÑŒÑ,"Fyodor Dostoyevsky, Andrew R. MacAndrew, Ben Marcus",eng,Excellent,4.17,65900,Fiction,910.86,546.516,7.99,971,Random House LLC,2889,Fyodor Dostoyevsky,910.86,546.516,Very Good (4.0-4.5)
834,1940,The Heart is a Lonely Hunter,Carson McCullers,eng,Intermediate,3.97,67643,Fiction,454.86,0.0,3.99,972,"Amazon Digital Services,  Inc.",2889,Carson McCullers,454.86,0.0,Good (3.5-4.0)
835,2014,The Infinite Sea,Rick Yancey,eng,Intermediate,3.94,78314,Fiction,454.86,0.0,3.99,973,"Amazon Digital Services,  Inc.",2889,Rick Yancey,454.86,0.0,Good (3.5-4.0)
836,1958,The Once and Future King,T.H. White,eng,Excellent,4.08,76911,nonfiction,746.7,448.02,6.55,973,Macmillan,2889,T.H. White,746.7,448.02,Very Good (4.0-4.5)
837,1992,Small Gods,Terry Pratchett,en-GB,Excellent,4.27,72588,Fiction,1220.4,732.24,10.8,977,HarperCollins Publishers,2889,Terry Pratchett,1220.4,732.24,Very Good (4.0-4.5)
838,1999,"Bud, Not Buddy",Christopher Paul Curtis,eng,Intermediate,3.89,73000,Fiction,431.66,258.996,3.82,980,"Amazon Digital Services,  Inc.",2889,Christopher Paul Curtis,431.66,258.996,Good (3.5-4.0)
840,2007,Predictably Irrational: The Hidden Forces that Shape Our Decisions,Dan Ariely,en-US,Excellent,4.1,61496,Fiction,563.87,0.0,4.99,982,"Amazon Digital Services,  Inc.",2889,Dan Ariely,563.87,0.0,Very Good (4.0-4.5)
841,2012,Ø§Ù„ÙÙŠÙ„ Ø§Ù„Ø£Ø²Ø±Ù‚,Ø£Ø­Ù…Ø¯ Ù…Ø±Ø§Ø¯,ara,Intermediate,3.8,53187,nonfiction,1128.87,677.322,9.99,984,"Amazon Digital Services,  Inc.",2889,Ø£Ø­Ù…Ø¯ Ù…Ø±Ø§Ø¯,1128.87,677.322,Good (3.5-4.0)
842,1980,The Indian in the Cupboard,Lynne Reid Banks,eng,Intermediate,3.89,77046,Fiction,450.87,0.0,3.99,985,"Amazon Digital Services,  Inc.",2889,Lynne Reid Banks,450.87,0.0,Good (3.5-4.0)
843,2012,A Memory of Light,"Robert Jordan, Brandon Sanderson",eng,Famous,4.5,68410,Fiction,450.87,0.0,3.99,986,"Amazon Digital Services,  Inc.",2889,Robert Jordan,450.87,0.0,Very Good (4.0-4.5)
844,2012,Me and Earl and the Dying Girl,Jesse Andrews,en-US,Intermediate,3.58,82270,nonfiction,1241.87,745.122,10.99,988,Random House LLC,2889,Jesse Andrews,1241.87,745.122,Good (3.5-4.0)
845,2010,The Ugly Truth,Jeff Kinney,en-US,Excellent,4.16,68701,nonfiction,111.87,67.122,0.99,990,"Amazon Digital Services,  Inc.",2889,Jeff Kinney,111.87,67.122,Very Good (4.0-4.5)
846,2002,"Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, #3-4)",Janet Evanovich,Unknown,Excellent,4.34,63691,Fiction,169.5,101.7,1.5,992,HarperCollins Publishers,2889,Janet Evanovich,169.5,101.7,Very Good (4.0-4.5)
847,1998,"The Surgeon of Crowthorne: a tale of murder, madness & the love of words",Simon Winchester,eng,Intermediate,3.84,71411,Fiction,450.87,270.522,3.99,993,Simon and Schuster Digital Sales Inc,2862,Simon Winchester,450.87,270.522,Good (3.5-4.0)
848,2002,2nd Chance,"James Patterson, Andrew Gross",eng,Excellent,4.01,68834,Fiction,1388.77,833.262,12.29,993,HarperCollins Publishers,2862,James Patterson,1388.77,833.262,Very Good (4.0-4.5)
849,1986,The Complete Maus,Art Spiegelman,en-GB,Famous,4.53,76785,nonfiction,111.87,67.122,0.99,994,"Amazon Digital Services,  Inc.",2862,Art Spiegelman,111.87,67.122,Excellent (4.5-5.0)
850,2001,The Eyre Affair,Jasper Fforde,en-US,Intermediate,3.92,85683,nonfiction,111.87,67.122,0.99,995,"Amazon Digital Services,  Inc.",2862,Jasper Fforde,111.87,67.122,Good (3.5-4.0)
851,1989,Anne Rice's The Vampire Lestat: The Graphic Novel,"Faye Perozich, Anne Rice, John Bolton, Daerick GrÃ¶ss",en-GB,Excellent,4.17,61842,Fiction,111.87,0.0,0.99,996,"Amazon Digital Services,  Inc.",2862,Faye Perozich,111.87,0.0,Very Good (4.0-4.5)
853,1998,The Art of Happiness: A Handbook for Living,"Dalai Lama XIV, Howard C. Cutler",eng,Excellent,4.14,61498,nonfiction,1327.75,796.65,11.75,1000,Random House LLC,2862,Dalai Lama XIV,1327.75,796.65,Very Good (4.0-4.5)
854,2014,The Bone Clocks,David Mitchell,eng,Intermediate,3.81,53151,Fiction,781.96,469.176,6.92,1001,Random House LLC,2862,David Mitchell,781.96,469.176,Good (3.5-4.0)
855,1998,Black and Blue,Anna Quindlen,eng,Intermediate,3.86,67753,Fiction,450.87,270.522,3.99,1001,"Amazon Digital Services,  Inc.",2862,Anna Quindlen,450.87,270.522,Good (3.5-4.0)
857,2004,The Last Juror,John Grisham,eng,Intermediate,3.85,63114,nonfiction,970.67,582.402,8.59,1005,Penguin Group (USA) LLC,2862,John Grisham,970.67,582.402,Good (3.5-4.0)
858,2003,Diary,Chuck Palahniuk,eng,Intermediate,3.6,58428,Fiction,1015.87,609.522,8.99,1006,Hachette Book Group,2862,Chuck Palahniuk,1015.87,609.522,Good (3.5-4.0)
859,2005,Eleven on Top,Janet Evanovich,en-US,Excellent,4.15,84363,Fiction,846.37,507.822,7.49,1006,Penguin Group (USA) LLC,2862,Janet Evanovich,846.37,507.822,Very Good (4.0-4.5)
860,2005,Tintenblut,"Cornelia Funke, Anthea Bell",eng,Intermediate,3.91,82291,Fiction,789.87,473.922,6.99,1007,"Amazon Digital Services,  Inc.",2862,Cornelia Funke,789.87,473.922,Good (3.5-4.0)
861,2003,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",Chuck Klosterman,en-US,Intermediate,3.75,56548,Fiction,111.87,67.122,0.99,1007,"Amazon Digital Services,  Inc.",2862,Chuck Klosterman,111.87,67.122,Good (3.5-4.0)
862,1945,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,Evelyn Waugh,eng,Intermediate,3.99,69087,nonfiction,224.87,134.922,1.99,1008,"Amazon Digital Services,  Inc.",2862,Evelyn Waugh,224.87,134.922,Good (3.5-4.0)
863,2007,White Night,Jim Butcher,en-US,Famous,4.41,73534,fiction,111.87,67.122,0.99,1009,"Amazon Digital Services,  Inc.",2862,Jim Butcher,111.87,67.122,Very Good (4.0-4.5)
864,2014,The Miniaturist,Jessie Burton,eng,Intermediate,3.58,56344,Fiction,224.87,134.922,1.99,1010,HarperCollins Publishers,2862,Jessie Burton,224.87,134.922,Good (3.5-4.0)
865,1984,Dragons of Autumn Twilight,"Margaret Weis, Tracy Hickman",en-US,Excellent,4.03,76219,nonfiction,992.14,595.284,8.78,1011,Simon and Schuster Digital Sales Inc,2862,Margaret Weis,992.14,595.284,Very Good (4.0-4.5)
866,2006,The Lost Colony,Eoin Colfer,en-US,Excellent,4.01,103844,nonfiction,282.5,169.5,2.5,1012,"Amazon Digital Services,  Inc.",2862,Eoin Colfer,282.5,169.5,Very Good (4.0-4.5)
867,2006,Extras,Scott Westerfeld,en-US,Intermediate,3.59,85873,Fiction,110.88,66.528,0.99,1013,"Amazon Digital Services,  Inc.",2862,Scott Westerfeld,110.88,66.528,Good (3.5-4.0)
868,2005,The Burning Bridge,John Flanagan,en-US,Excellent,4.28,74156,nonfiction,838.88,503.328,7.49,1015,Macmillan,2862,John Flanagan,838.88,503.328,Very Good (4.0-4.5)
869,2014,The Book of Life,Deborah Harkness,eng,Excellent,4.15,63027,Fiction,334.88,0.0,2.99,1019,"Amazon Digital Services,  Inc.",2862,Deborah Harkness,334.88,0.0,Very Good (4.0-4.5)
870,1992,The Artist's Way: A Spiritual Path to Higher Creativity,Julia Cameron,eng,Intermediate,3.89,66049,Fiction,670.88,0.0,5.99,1020,"Amazon Digital Services,  Inc.",4480,Julia Cameron,670.88,0.0,Good (3.5-4.0)
871,1992,The Stinky Cheese Man and Other Fairly Stupid Tales,"Jon Scieszka, Lane Smith",eng,Excellent,4.2,78487,nonfiction,334.88,200.928,2.99,1020,"Amazon Digital Services,  Inc.",4480,Jon Scieszka,334.88,200.928,Very Good (4.0-4.5)
872,2009,Horns,Joe Hill,en-US,Intermediate,3.92,66287,nonfiction,334.88,200.928,2.99,1022,Hachette Book Group,4480,Joe Hill,334.88,200.928,Good (3.5-4.0)
873,2011,Catherine the Great: Portrait of a Woman,Robert K. Massie,en-CA,Intermediate,3.91,66591,Fiction,110.88,0.0,0.99,1023,"Amazon Digital Services,  Inc.",4480,Robert K. Massie,110.88,0.0,Good (3.5-4.0)
874,2009,The Year of the Flood,Margaret Atwood,eng,Excellent,4.05,68597,Fiction,894.88,536.928,7.99,1024,Simon and Schuster Digital Sales Inc,4480,Margaret Atwood,894.88,536.928,Very Good (4.0-4.5)
875,2009,Winter Garden,Kristin Hannah,en-GB,Excellent,4.13,66577,Fiction,334.88,0.0,2.99,1027,"Amazon Digital Services,  Inc.",4480,Kristin Hannah,334.88,0.0,Very Good (4.0-4.5)
876,2003,The King of Torts,John Grisham,eng,Intermediate,3.67,61835,nonfiction,670.88,402.528,5.99,1027,HarperCollins Publishers,4480,John Grisham,670.88,402.528,Good (3.5-4.0)
877,2006,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,"Marcus Luttrell, Patrick Robinson",eng,Excellent,4.34,46551,Fiction,446.88,0.0,3.99,1030,"Amazon Digital Services,  Inc.",4440,Marcus Luttrell,446.88,0.0,Very Good (4.0-4.5)
878,2008,The 3 Mistakes of My Life,Chetan Bhagat,eng,Intermediate,2.97,53331,Fiction,894.88,536.928,7.99,1032,Random House LLC,4440,Chetan Bhagat,894.88,536.928,Poor (<3.0)
879,1926,The Murder of Roger Ackroyd,Agatha Christie,eng,Excellent,4.2,71354,nonfiction,842.24,505.344,7.52,1032,"Amazon Digital Services,  Inc.",4440,Agatha Christie,842.24,505.344,Very Good (4.0-4.5)
880,1940,Native Son ,Richard Wright,eng,Intermediate,3.96,66194,Fiction,334.88,0.0,2.99,1033,"Amazon Digital Services,  Inc.",4440,Richard Wright,334.88,0.0,Good (3.5-4.0)
881,2008,Shadow's Edge,Brent Weeks,en-US,Excellent,4.27,66390,Fiction,1326.08,795.648,11.84,1033,Random House LLC,4440,Brent Weeks,1326.08,795.648,Very Good (4.0-4.5)
882,2011,Under the Never Sky,Veronica Rossi,en-GB,Excellent,4.01,74029,Fiction,446.88,0.0,3.99,1034,"Amazon Digital Services,  Inc.",4440,Veronica Rossi,446.88,0.0,Very Good (4.0-4.5)
883,2003,True Believer,Nicholas Sparks,en-US,Intermediate,3.8,62840,Fiction,558.88,0.0,4.99,1035,"Amazon Digital Services,  Inc.",4440,Nicholas Sparks,558.88,0.0,Good (3.5-4.0)
884,2011,The Lean Startupâ€Ž,Eric Ries,en-US,Excellent,4.04,86284,Fiction,110.88,66.528,0.99,1036,"Amazon Digital Services,  Inc.",4440,Eric Ries,110.88,66.528,Very Good (4.0-4.5)
885,2012,The Golden Lily,Richelle Mead,en-US,Excellent,4.36,86929,Fiction,1230.88,738.528,10.99,1037,Penguin Group (USA) LLC,4440,Richelle Mead,1230.88,738.528,Very Good (4.0-4.5)
886,2008,Chasing Harry Winston,Lauren Weisberger,eng,Novice,3.32,63342,Fiction,558.88,335.328,4.99,1042,Random House LLC,4440,Lauren Weisberger,558.88,335.328,Average (3.0-3.5)
887,1983,Magician's Gambit,David Eddings,Unknown,Excellent,4.13,69616,Fiction,334.88,0.0,2.99,1042,"Amazon Digital Services,  Inc.",4440,David Eddings,334.88,0.0,Very Good (4.0-4.5)
889,1960,The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,eng,Excellent,4.15,64391,Fiction,334.88,200.928,2.99,1044,HarperCollins Publishers,4440,William L. Shirer,334.88,200.928,Very Good (4.0-4.5)
890,2005,A Long Way Down,Nick Hornby,eng,Novice,3.41,59843,nonfiction,446.88,268.128,3.99,1046,Hachette Book Group,4440,Nick Hornby,446.88,268.128,Average (3.0-3.5)
891,1993,Out from Boneville,"Jeff Smith, Steve Hamaker",eng,Excellent,4.16,62330,Fiction,670.88,0.0,5.99,1048,"Amazon Digital Services,  Inc.",4400,Jeff Smith,670.88,0.0,Very Good (4.0-4.5)
892,1995,Rose Madder,Stephen King,eng,Intermediate,3.66,70921,Fiction,222.88,133.728,1.99,1049,Simon and Schuster Digital Sales Inc,4400,Stephen King,222.88,133.728,Good (3.5-4.0)
893,1998,"Die Trying (Jack Reacher, #2)",Lee Child,en-US,Intermediate,4.0,62128,Fiction,334.88,200.928,2.99,1050,Macmillan,4400,Lee Child,334.88,200.928,Good (3.5-4.0)
894,2011,Beautiful Chaos,"Kami Garcia, Margaret Stohl, Paz Pruneda",en-US,Intermediate,3.95,69709,Fiction,222.88,133.728,1.99,1050,Hachette Book Group,4400,Kami Garcia,222.88,133.728,Good (3.5-4.0)
895,1999,Keeping Faith,Jodi Picoult,Unknown,Intermediate,3.79,62405,Fiction,109.89,0.0,0.99,1052,"Amazon Digital Services,  Inc.",4400,Jodi Picoult,109.89,0.0,Good (3.5-4.0)
896,2007,Heart-Shaped Box,Joe Hill,en-US,Intermediate,3.82,65005,Fiction,331.89,0.0,2.99,1052,"Amazon Digital Services,  Inc.",4400,Joe Hill,331.89,0.0,Good (3.5-4.0)
897,2010,Cabin Fever,Jeff Kinney,eng,Excellent,4.21,63347,nonfiction,1330.89,798.534,11.99,1053,Penguin Group (USA) LLC,4400,Jeff Kinney,1330.89,798.534,Very Good (4.0-4.5)
899,2005,Everyone Worth Knowing,Lauren Weisberger,en-US,Novice,3.39,59932,Fiction,109.89,0.0,0.99,1055,"Amazon Digital Services,  Inc.",4400,Lauren Weisberger,109.89,0.0,Average (3.0-3.5)
900,1986,Redwall,Brian Jacques,eng,Excellent,4.11,73918,Fiction,331.89,0.0,2.99,1056,"Amazon Digital Services,  Inc.",4400,Brian Jacques,331.89,0.0,Very Good (4.0-4.5)
901,1848,Manifest der Kommunistischen Partei,"Karl Marx, Friedrich Engels, Gareth Stedman Jones",eng,Intermediate,3.51,56464,Fiction,331.89,0.0,2.99,1057,"Amazon Digital Services,  Inc.",4400,Karl Marx,331.89,0.0,Good (3.5-4.0)
902,2016,The Woman in Cabin 10,Ruth Ware,eng,Intermediate,3.67,90541,nonfiction,109.89,65.934,0.99,1058,"Amazon Digital Services,  Inc.",4400,Ruth Ware,109.89,65.934,Good (3.5-4.0)
903,1826,The Last of the Mohicans: A Narrative of 1757,James Fenimore Cooper,eng,Intermediate,3.69,67632,Fiction,109.89,0.0,0.99,1058,"Amazon Digital Services,  Inc.",4400,James Fenimore Cooper,109.89,0.0,Good (3.5-4.0)
904,1979,Sophie's Choice,William Styron,eng,Excellent,4.18,66923,nonfiction,220.89,132.534,1.99,1059,"Amazon Digital Services,  Inc.",4400,William Styron,220.89,132.534,Very Good (4.0-4.5)
905,2004,Shopaholic and Sister,Sophie Kinsella,eng,Intermediate,3.64,69007,Fiction,331.89,0.0,2.99,1059,"Amazon Digital Services,  Inc.",4400,Sophie Kinsella,331.89,0.0,Good (3.5-4.0)
906,2010,The Iron Daughter,Julie Kagawa,eng,Excellent,4.13,93340,Fiction,331.89,0.0,2.99,1060,"Amazon Digital Services,  Inc.",4400,Julie Kagawa,331.89,0.0,Very Good (4.0-4.5)
907,2000,The Prayer of Jabez:  Breaking Through to the Blessed Life,Bruce H. Wilkinson,eng,Intermediate,3.92,57468,nonfiction,899.1,539.46,8.1,1061,"Amazon Digital Services,  Inc.",4400,Bruce H. Wilkinson,899.1,539.46,Good (3.5-4.0)
908,2012,The Age of Miracles,Karen Thompson Walker,eng,Intermediate,3.64,61296,Fiction,1314.24,788.544,11.84,1062,Random House LLC,4400,Karen Thompson Walker,1314.24,788.544,Good (3.5-4.0)
909,2009,Have a Little Faith: A True Story,Mitch Albom,en-US,Excellent,4.16,60002,nonfiction,220.89,132.534,1.99,1066,Hachette Book Group,4400,Mitch Albom,220.89,132.534,Very Good (4.0-4.5)
910,2006,My Life in France,"Julia Child, Alex Prud'Homme",eng,Excellent,4.16,63100,Fiction,1330.89,798.534,11.99,1066,Penguin Group (USA) LLC,4400,Julia Child,1330.89,798.534,Very Good (4.0-4.5)
911,2014,The Rosie Effect,Graeme Simsion,eng,Intermediate,3.56,27308,Fiction,1225.44,735.264,11.04,1068,Macmillan,4360,Graeme Simsion,1225.44,735.264,Good (3.5-4.0)
912,2011,The Secret of the Nagas.,Amish Tripathi,eng,Intermediate,3.98,50158,Fiction,109.89,65.934,0.99,1069,"Amazon Digital Services,  Inc.",4360,Amish Tripathi,109.89,65.934,Good (3.5-4.0)
913,1982,Ham on Rye,Charles Bukowski,Unknown,Excellent,4.16,54140,Fiction,196.47,0.0,1.77,1071,"Amazon Digital Services,  Inc.",4360,Charles Bukowski,196.47,0.0,Very Good (4.0-4.5)
914,2001,Flipped,Wendelin Van Draanen,en-US,Intermediate,3.94,79264,nonfiction,109.89,0.0,0.99,1072,"Amazon Digital Services,  Inc.",4360,Wendelin Van Draanen,109.89,0.0,Good (3.5-4.0)
915,2003,Emotional Intelligence 2.0,"Travis Bradberry, Jean Greaves, Patrick Lencioni",Unknown,Intermediate,3.81,53384,Fiction,109.89,0.0,0.99,1073,"Amazon Digital Services,  Inc.",4360,Travis Bradberry,109.89,0.0,Good (3.5-4.0)
916,1941,Make Way for Ducklings,Robert McCloskey,Unknown,Excellent,4.21,70704,nonfiction,637.14,382.284,5.74,1074,HarperCollins Publishers,4360,Robert McCloskey,637.14,382.284,Very Good (4.0-4.5)
917,1995,Relic,"Douglas Preston, Lincoln Child",eng,Excellent,4.01,68011,Fiction,858.03,514.818,7.73,1075,Hachette Book Group,4360,Douglas Preston,858.03,514.818,Very Good (4.0-4.5)
918,1995,Notes from a Small Island,Bill Bryson,eng,Intermediate,3.91,66947,Fiction,442.89,0.0,3.99,1076,"Amazon Digital Services,  Inc.",4360,Bill Bryson,442.89,0.0,Good (3.5-4.0)
919,2008,Small Favor,Jim Butcher,en-US,Famous,4.43,70029,nonfiction,1219.89,731.934,10.99,1077,Random House LLC,4360,Jim Butcher,1219.89,731.934,Very Good (4.0-4.5)
920,2009,The Walking Dead Compendium Volume 1,Robert Kirkman,eng,Famous,4.43,57764,Fiction,331.89,0.0,2.99,1078,"Amazon Digital Services,  Inc.",4360,Robert Kirkman,331.89,0.0,Very Good (4.0-4.5)
921,2005,Princess Academy,Shannon Hale,eng,Excellent,4.01,82470,Fiction,1414.14,848.484,12.74,1080,Simon and Schuster Digital Sales Inc,4360,Shannon Hale,1414.14,848.484,Very Good (4.0-4.5)
922,2015,"Everything, Everything","Nicola Yoon, David Yoon",eng,Excellent,4.11,132552,Fiction,331.89,0.0,2.99,1081,"Amazon Digital Services,  Inc.",4360,Nicola Yoon,331.89,0.0,Very Good (4.0-4.5)
923,1912,Pygmalion,George Bernard Shaw,en-US,Intermediate,3.9,70079,Fiction,331.89,0.0,2.99,1082,"Amazon Digital Services,  Inc.",4360,George Bernard Shaw,331.89,0.0,Good (3.5-4.0)
924,2012,Flight Behavior,Barbara Kingsolver,eng,Intermediate,3.75,57078,Fiction,109.89,65.934,0.99,1085,"Amazon Digital Services,  Inc.",4360,Barbara Kingsolver,109.89,65.934,Good (3.5-4.0)
925,2008,Grip of the Shadow Plague,Brandon Mull,eng,Excellent,4.26,65638,Fiction,548.9,0.0,4.99,1089,"Amazon Digital Services,  Inc.",4360,Brandon Mull,548.9,0.0,Very Good (4.0-4.5)
926,1999,Bridget Jones: The Edge of Reason,Helen Fielding,eng,Intermediate,3.53,73093,nonfiction,1098.9,659.34,9.99,1090,"Amazon Digital Services,  Inc.",4360,Helen Fielding,1098.9,659.34,Good (3.5-4.0)
927,1994,Captain Corelli's Mandolin,Louis de BerniÃ¨res,eng,Intermediate,3.95,57583,Fiction,108.9,65.34,0.99,1091,"Amazon Digital Services,  Inc.",4360,Louis de BerniÃ¨res,108.9,65.34,Good (3.5-4.0)
928,2004,At First Sight,Nicholas Sparks,en-US,Intermediate,3.81,62219,Fiction,108.9,65.34,0.99,1091,"Amazon Digital Services,  Inc.",4320,Nicholas Sparks,108.9,65.34,Good (3.5-4.0)
929,2000,Down Under,Bill Bryson,eng,Excellent,4.05,58688,Fiction,438.9,0.0,3.99,1093,"Amazon Digital Services,  Inc.",4320,Bill Bryson,438.9,0.0,Very Good (4.0-4.5)
930,1894,The Memoirs of Sherlock Holmes,Arthur Conan Doyle,eng,Excellent,4.32,56918,nonfiction,1230.9,738.54,11.19,1095,HarperCollins Publishers,4320,Arthur Conan Doyle,1230.9,738.54,Very Good (4.0-4.5)
931,2012,The Orphan Master's Son,Adam Johnson,eng,Excellent,4.06,52765,Fiction,108.9,65.34,0.99,1097,Macmillan,4320,Adam Johnson,108.9,65.34,Very Good (4.0-4.5)
932,1984,Enchanters' End Game,David Eddings,en-US,Excellent,4.17,69134,Fiction,438.9,0.0,3.99,1098,"Amazon Digital Services,  Inc.",4320,David Eddings,438.9,0.0,Very Good (4.0-4.5)
933,2003,Persepolis,"Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh",en-US,Excellent,4.36,71353,nonfiction,108.9,0.0,0.99,1099,"Amazon Digital Services,  Inc.",4320,Marjane Satrapi,108.9,0.0,Very Good (4.0-4.5)
934,1967,The Chosen,Chaim Potok,eng,Excellent,4.03,70701,fiction,218.9,131.34,1.99,1099,"Amazon Digital Services,  Inc.",4320,Chaim Potok,218.9,131.34,Very Good (4.0-4.5)
935,1958,The Agony and the Ecstasy: A Biographical Novel of Michelangelo,"Irving Stone, ×©×ž×•××œ ×©× ×™×¦×¨",eng,Excellent,4.09,61256,Fiction,438.9,0.0,3.99,1100,"Amazon Digital Services,  Inc.",4320,Irving Stone,438.9,0.0,Very Good (4.0-4.5)
936,2008,El juego del Ã¡ngel,"Carlos Ruiz ZafÃ³n, Lucia Graves",eng,Intermediate,3.86,46225,Fiction,1351.9,811.14,12.29,1101,HarperCollins Publishers,4320,Carlos Ruiz ZafÃ³n,1351.9,811.14,Good (3.5-4.0)
937,2004,Where Rainbows End,Cecelia Ahern,en-US,Intermediate,3.95,55236,nonfiction,1208.9,725.34,10.99,1101,Random House LLC,4320,Cecelia Ahern,1208.9,725.34,Good (3.5-4.0)
938,1963,Amelia Bedelia,"Peggy Parish, Fritz Siebel",eng,Excellent,4.15,72329,Fiction,878.9,527.34,7.99,1102,Penguin Group (USA) LLC,4320,Peggy Parish,878.9,527.34,Very Good (4.0-4.5)
939,2012,This Man,Jodi Ellen Malpas,eng,Excellent,4.13,79461,Fiction,108.9,65.34,0.99,1102,"Amazon Digital Services,  Inc.",4320,Jodi Ellen Malpas,108.9,65.34,Very Good (4.0-4.5)
940,2010,A Dog's Purpose ,W. Bruce Cameron,en-US,Excellent,4.35,65091,Fiction,328.9,0.0,2.99,1105,"Amazon Digital Services,  Inc.",4320,W. Bruce Cameron,328.9,0.0,Very Good (4.0-4.5)
941,2015,An Ember in the Ashes,Sabaa Tahir,eng,Excellent,4.32,45492,Fiction,603.9,362.34,5.49,1106,HarperCollins Publishers,4320,Sabaa Tahir,603.9,362.34,Very Good (4.0-4.5)
942,2008,"Lover Enshrined, part one",J.R. Ward,eng,Excellent,4.12,87432,Fiction,988.9,593.34,8.99,1106,Random House LLC,4320,J.R. Ward,988.9,593.34,Very Good (4.0-4.5)
943,2013,The Golem and the Jinni,Helene Wecker,eng,Excellent,4.1,59650,Fiction,438.9,0.0,3.99,1107,"Amazon Digital Services,  Inc.",4320,Helene Wecker,438.9,0.0,Very Good (4.0-4.5)
944,2012,Ø§Ù„Ø£Ø³ÙˆØ¯ ÙŠÙ„ÙŠÙ‚ Ø¨Ùƒ,"Ø£Ø­Ù„Ø§Ù… Ù…Ø³ØªØºØ§Ù†Ù…ÙŠ, Ahlam Mosteghanemi",ara,Intermediate,3.72,42958,nonfiction,1200.1,720.06,10.91,1107,Simon and Schuster Digital Sales Inc,4320,Ø£Ø­Ù„Ø§Ù… Ù…Ø³ØªØºØ§Ù†Ù…ÙŠ,1200.1,720.06,Good (3.5-4.0)
945,2003,The Slippery Slope,"Lemony Snicket, Brett Helquist",en-US,Intermediate,4.0,81362,Fiction,988.9,593.34,8.99,1111,Penguin Group (USA) LLC,4320,Lemony Snicket,988.9,593.34,Good (3.5-4.0)
946,1853,Bleak House,"Charles Dickens, Nicola Bradbury, Hablot Knight Browne",eng,Intermediate,4.0,67433,Fiction,988.9,593.34,8.99,1112,HarperCollins Publishers,4320,Charles Dickens,988.9,593.34,Good (3.5-4.0)
947,1938,"Caps for sale: a tale of a peddler, some monkeys and their monkey business",Esphyr Slobodkina,eng,Excellent,4.12,72504,Fiction,548.9,329.34,4.99,1118,"Amazon Digital Services,  Inc.",4280,Esphyr Slobodkina,548.9,329.34,Very Good (4.0-4.5)
948,2004,Furies of Calderon ,Jim Butcher,eng,Excellent,4.12,70269,Fiction,108.9,0.0,0.99,1119,"Amazon Digital Services,  Inc.",4280,Jim Butcher,108.9,0.0,Very Good (4.0-4.5)
949,1983,Alanna: The First Adventure,Tamora Pierce,en-US,Excellent,4.27,85699,Fiction,1867.8,1120.68,16.98,1119,Penguin Group (USA) LLC,4280,Tamora Pierce,1867.8,1120.68,Very Good (4.0-4.5)
950,2009,Her Fearful Symmetry,Audrey Niffenegger,en-GB,Novice,3.23,63737,nonfiction,416.9,250.14,3.79,1120,HarperCollins Publishers,4280,Audrey Niffenegger,416.9,250.14,Average (3.0-3.5)
951,2014,The Boston Girl,Anita Diamant,eng,Intermediate,3.79,51603,Fiction,548.9,0.0,4.99,1120,"Amazon Digital Services,  Inc.",4280,Anita Diamant,548.9,0.0,Good (3.5-4.0)
952,2009,"Lover Enshrined, part two",J.R. Ward,eng,Excellent,4.38,84650,children,493.9,296.34,4.49,1123,Macmillan,4280,J.R. Ward,493.9,296.34,Very Good (4.0-4.5)
